item_category,buy,cart,fav,pv
8083,18,44,19,837
8084,2,9,6,276
8087,0,0,0,3
8088,44,24,12,1557
8089,0,1,1,65
8091,2,0,0,30
8093,1,4,0,96
8094,15,39,12,673
8095,218,527,537,25981
8096,5,6,4,212
8097,0,0,0,11
8099,239,420,175,14936
8100,0,2,0,31
8101,1,1,0,13
8102,0,0,0,1
8103,0,0,2,90
8104,30,60,18,942
8107,0,0,0,2
8110,4,14,0,59
8112,1,2,0,30
8113,0,0,0,9
8114,1,3,1,190
8115,10,10,0,86
8116,0,0,0,3
8117,0,0,0,16
8118,3,16,9,520
8121,4,5,6,192
8123,2,4,2,63
8124,4,15,0,151
8126,41,155,133,5937
8128,7,37,4,376
8129,0,10,17,1056
8132,62,231,195,5190
8133,0,0,0,253
8134,1,1,0,6
8136,0,1,0,11
8138,1,0,0,121
8139,0,1,1,150
8140,0,0,0,13
8141,33,80,57,1668
8142,0,9,3,363
8143,0,2,7,111
8144,1,0,0,0
8145,4,9,12,395
8146,0,0,0,7
8147,31,66,8,1172
8148,6,15,4,364
8149,0,0,0,5
8150,0,0,0,2
8152,0,0,0,111
8155,0,0,0,4
8156,11,65,23,819
8157,1,0,0,33
8159,17,37,21,1353
8160,0,0,0,81
8161,104,510,475,13414
8165,2,1,0,61
8166,9,5,0,56
8170,0,0,0,3
8171,23,45,4,370
8175,0,1,0,4
8178,7,7,6,230
8179,91,233,118,7265
8180,0,0,0,7
8182,7,22,24,582
8184,6,26,13,880
8185,0,2,0,2
8186,0,0,0,10
8187,1,18,18,581
8188,0,0,0,10
8189,0,0,0,67
8191,15,24,4,723
8193,0,0,0,3
8195,1,0,1,53
8199,0,0,0,15
8201,0,0,1,3
8202,6,22,6,440
8203,1,4,4,101
8206,0,3,0,35
8207,0,0,0,2
8208,1,2,1,33
8210,0,4,2,164
8211,0,0,0,4
8212,1,5,5,797
8216,12,24,28,1068
8217,2,5,7,257
8218,0,1,2,42
8219,0,0,0,9
8222,0,1,0,39
8226,0,1,6,49
8231,0,0,0,11
8234,9,35,25,1102
8236,0,0,0,1
8239,0,0,0,2
8241,1,1,0,11
8242,5,6,0,114
8243,0,5,0,65
8245,1,1,0,9
8247,1,16,20,437
8248,0,2,1,184
8249,2,2,0,52
8250,0,7,23,574
8253,1,15,9,266
8254,147,175,59,4866
8255,0,0,0,4
8258,0,3,1,44
8259,11,29,17,486
8261,1,4,0,262
8266,0,0,0,5
8268,2,12,3,270
8270,50,381,388,11418
8272,7,48,9,624
8273,0,0,0,23
8274,0,1,0,9
8275,0,0,0,5
8276,1,5,3,57
8277,0,0,0,3
8280,17,38,62,1956
8282,0,0,1,12
8283,0,0,4,42
8285,4,5,5,488
8286,0,0,0,10
8290,0,0,0,10
8291,545,1365,743,37585
8292,0,0,0,8
8294,0,0,0,4
8295,0,1,1,14
8296,0,1,0,53
8297,0,0,0,21
8298,0,3,0,11
8300,33,38,31,2150
8301,3,14,0,246
8306,0,2,0,26
8310,1,4,0,82
8311,2,3,2,157
8313,2,17,5,475
8314,3,7,1,49
8316,0,0,0,4
8317,22,44,12,664
8318,0,0,0,28
8319,0,0,0,8
8320,6,24,6,254
8325,0,1,4,42
8326,6,10,6,218
8327,5,11,5,321
8332,8,113,99,2198
8333,9,17,8,315
8337,0,0,0,30
8339,1,1,2,77
8342,0,0,3,68
8343,2,19,18,1098
8344,16,37,4,304
8345,0,0,0,20
8348,0,0,0,9
8350,2,3,1,242
8351,0,0,0,2
8352,0,0,0,2
8353,0,5,1,39
8355,0,5,2,66
8356,6,22,3,370
8358,0,0,0,2
8360,1,0,0,16
8361,3,9,10,488
8362,0,7,15,140
8363,0,0,0,28
8365,57,219,102,4680
8368,2,10,5,337
8370,0,0,0,11
8371,65,131,26,1424
8372,1,2,1,70
8373,15,58,51,2623
8376,8,73,72,4287
8377,0,0,1,31
8378,2,14,6,762
8379,0,0,0,20
8380,4,0,3,107
8381,0,0,0,18
8384,0,0,0,1
8385,2,10,7,232
8386,0,1,0,2
8387,0,5,5,350
8388,0,0,0,14
8392,2,1,0,90
8395,0,0,0,13
8397,0,0,3,68
8400,3,4,2,46
8401,8,18,4,330
8402,0,0,0,2
8403,0,0,0,6
8405,20,51,23,954
8409,88,196,23,1700
8411,0,0,1,12
8413,3,13,3,244
8415,5,30,44,1996
8416,0,1,1,20
8418,2,0,0,35
8419,0,8,5,208
8422,0,0,0,2
8424,0,0,0,16
8425,3,13,2,137
8426,24,45,19,515
8427,0,0,0,10
8428,0,2,4,717
8429,0,0,0,2
8431,3,13,4,273
8432,18,37,25,1997
8433,1,8,1,41
8434,1,1,0,4
8436,5,9,9,368
8438,3,2,3,103
8439,17,5,0,125
8440,0,0,0,6
8441,0,0,0,1
8442,6,19,3,299
8443,5,3,0,71
8444,1,4,10,300
8445,1,1,2,98
8447,0,0,0,2
8448,0,4,1,33
8449,0,0,0,2
8450,0,0,0,1
8451,1,2,0,324
8452,0,0,0,61
8453,0,0,0,3
8455,0,0,0,40
8456,0,0,0,2
8457,0,0,0,11
8460,1,1,0,184
8461,0,0,0,6
8462,0,0,0,18
8463,0,0,0,8
8465,0,2,0,202
8468,2,2,0,156
8469,0,0,1,192
8471,0,0,0,16
8472,0,0,0,26
8474,1,1,1,149
8475,0,0,2,60
8476,1,11,4,278
8477,1,1,0,19
8479,4,12,3,649
8480,28,48,46,2024
8483,1,1,2,22
8484,15,64,28,1267
8487,0,2,14,391
8488,0,0,0,8
8489,0,1,38,879
8490,0,0,1,14
8491,16,53,29,1638
8494,0,4,0,63
8495,5,7,6,267
8497,0,0,0,7
8500,2,3,0,58
8501,0,2,1,126
8504,0,6,0,46
8505,6,9,3,306
8508,0,1,0,14
8509,0,0,0,4
8512,1,22,36,1356
8513,0,0,0,26
8515,9,30,32,1074
8516,1,5,6,315
8517,2,4,5,265
8518,8,0,1,48
8520,0,0,0,6
8521,7,32,24,844
8523,0,0,0,54
8524,2,0,0,28
8525,0,3,1,32
8526,8,42,20,1186
8527,1,4,4,204
8528,2,5,3,462
8529,0,0,1,18
8530,0,0,1,28
8531,16,46,7,359
8532,0,0,0,9
8535,1,0,2,64
8537,125,298,101,2792
8539,4,11,5,201
8541,11,36,20,583
8542,6,10,7,296
8543,0,0,0,9
8544,0,0,0,1
8545,0,1,0,41
8546,4,38,21,718
8547,0,0,0,4
8548,0,0,0,33
8550,2,4,0,52
8552,0,0,0,16
8553,0,0,0,2
8554,0,0,0,50
8555,0,0,0,14
8556,0,0,0,9
8558,0,0,0,5
8559,0,0,0,19
8560,4,17,15,1314
8561,73,214,105,12449
8562,0,0,0,6
8564,0,0,0,3
8565,0,0,2,28
8566,0,3,0,61
8569,0,0,0,3
8572,0,0,0,3
8573,1,0,1,70
8574,0,7,1,116
8575,70,77,42,2643
8576,0,0,0,2
8577,1,2,0,28
8579,24,44,7,220
8580,0,0,0,3
8581,0,0,0,1
8583,25,146,74,2774
8586,291,681,183,6841
8587,10,28,7,610
8588,0,0,0,12
8589,2,0,0,18
8591,1,2,0,53
8592,0,0,0,5
8595,23,50,19,1579
8597,20,65,16,742
8598,9,19,6,689
8599,1,2,1,74
8601,0,0,5,368
8602,0,1,0,8
8604,0,0,0,1
8605,5,30,37,2626
8606,2,8,3,107
8608,2,5,5,196
8609,9,12,4,514
8611,10,13,2,198
8612,7,12,4,245
8613,11,21,11,606
8614,0,0,0,13
8615,4,5,0,151
8617,2,18,4,220
8619,28,71,17,666
8620,0,0,0,5
8621,0,0,0,9
8624,2,0,5,290
8625,0,1,3,135
8626,0,0,0,44
8627,5,13,4,553
8629,0,0,0,2
8630,3,4,3,93
8631,0,0,0,45
8633,11,28,17,627
8635,0,4,10,450
8636,0,0,0,11
8638,0,0,1,19
8639,4,40,38,1653
8641,0,0,1,73
8642,0,0,0,1
8643,1,1,0,10
8646,3,37,17,1098
8648,1,2,3,92
8649,18,30,8,3811
8650,45,233,272,10046
8651,0,2,0,7
8652,0,0,0,8
8653,1,0,1,43
8655,1,2,1,102
8656,0,16,7,1090
8657,0,0,0,11
8658,4,9,3,103
8659,0,5,0,72
8661,5,12,2,517
8662,81,175,21,3407
8664,49,184,147,6828
8665,58,270,281,6218
8666,42,101,32,1209
8671,0,0,0,7
8672,0,0,0,4
8674,0,0,0,9
8675,7,18,13,752
8676,1,0,1,134
8677,0,1,0,11
8678,1,10,2,770
8679,0,3,0,473
8680,1,1,0,2
8681,51,52,39,3172
8683,2,6,2,102
8684,3,5,2,82
8685,25,34,23,1676
8690,4,2,1,59
8691,0,0,0,17
8692,0,4,0,39
8694,0,2,0,23
8695,5,26,3,482
8696,3,6,0,271
8697,6,12,2,97
8698,6,1,2,445
8699,0,1,0,9
8702,2,4,3,151
8704,1,10,0,80
8706,1,1,0,54
8708,0,0,1,33
8709,61,100,87,3616
8710,4,34,18,803
8711,2,3,4,212
8712,0,0,0,2
8713,0,0,1,54
8715,0,3,1,127
8716,15,20,10,395
8719,1,2,0,17
8721,5,46,81,3005
8722,0,0,0,11
8723,16,39,15,578
8724,11,26,9,498
8727,0,0,0,35
8728,0,0,0,1
8735,14,39,11,318
8736,0,8,1,105
8738,1,1,0,49
8740,0,0,0,2
8741,2,3,0,18
8742,1,3,1,152
8743,0,0,0,44
8744,162,214,64,3558
8745,0,0,0,7
8747,0,5,1,35
8748,0,1,0,0
8749,80,155,42,1938
8750,0,0,0,2
8753,0,0,0,4
8754,4,5,2,98
8755,0,0,0,9
8756,1,4,0,32
8757,0,0,0,1
8758,0,0,0,1
8760,4,12,5,276
8761,2,8,1,57
8763,1,4,0,112
8764,9,20,4,208
8765,30,94,46,2907
8766,0,0,0,19
8767,7,16,10,277
8768,0,0,0,3
8769,0,0,0,2
8771,458,826,202,13301
8772,2,2,3,153
8774,0,0,0,2
8775,0,0,0,2
8776,0,0,0,1
8777,5,5,1,135
8780,0,0,2,16
8781,0,2,1,40
8782,2,2,0,195
8783,0,1,1,30
8784,0,0,0,7
8787,0,0,0,10
8789,0,0,0,20
8792,110,180,68,4407
8793,14,8,7,393
8796,146,105,64,4692
8797,0,0,0,12
8799,1,0,1,3
8801,0,1,0,25
8802,1,5,10,664
8804,6,6,7,426
8805,0,1,0,31
8806,0,0,0,4
8807,2,8,2,237
8809,14,21,4,533
8810,2,2,5,169
8811,3,16,32,620
8814,1,2,0,35
8821,1,0,0,5
8822,1,0,3,178
8823,0,0,2,20
8824,1,4,0,39
8826,4,6,4,285
8827,4,1,4,117
8828,0,1,6,307
8829,65,119,10,1398
8830,0,4,1,208
8833,0,0,0,6
8834,2,1,4,39
8835,0,0,0,7
8836,6,14,7,182
8837,2,5,0,86
8838,0,0,0,3
8839,0,0,0,37
8840,0,0,0,8
8841,0,1,1,52
8843,2,1,0,17
8845,1,0,0,24
8848,16,30,12,656
8849,25,47,105,2810
8850,5,22,2,432
8851,0,7,1,132
8852,3,6,0,98
8853,5,14,7,203
8854,53,103,45,2917
8855,0,5,3,120
8856,0,0,0,5
8858,0,1,1,32
8860,139,340,234,10919
8863,0,0,3,5
8864,156,676,309,14712
8865,0,0,0,9
8866,0,0,0,3
8867,11,19,1,241
8868,9,16,7,356
8869,17,2,13,551
8870,0,0,0,199
8871,0,0,0,1
8872,3,17,0,213
8873,3,4,5,79
8874,193,499,446,17349
8877,1072,1974,1247,63396
8879,43,99,36,1595
8881,0,2,4,25
8882,2,11,1,41
8885,2,7,0,67
8886,4,10,8,760
8887,1,3,14,204
8888,5,8,1,284
8892,25,31,6,966
8894,0,1,0,40
8897,0,4,0,162
8899,1,0,0,20
8901,8,92,117,4705
8903,0,0,0,7
8904,4,4,3,141
8905,3,9,4,261
8906,1,12,45,536
8907,23,34,13,832
8908,0,0,0,3
8909,3,5,3,163
8910,0,0,1,5
8911,0,0,0,3
8912,14,48,5,440
8913,6,17,2,284
8916,8,26,16,473
8917,2,4,0,61
8918,0,2,1,12
8920,7,14,3,278
8923,3,11,4,445
8924,0,0,2,45
8927,0,0,1,75
8928,0,1,1,24
8929,0,0,0,2
8930,74,270,229,6112
8932,1,2,0,32
8933,1,0,0,22
8934,1,0,0,21
8935,0,0,0,18
8937,26,32,21,731
8938,4,9,0,70
8939,0,6,1,126
8940,0,0,0,14
8941,0,0,0,7
8942,0,0,0,5
8943,36,34,33,1599
8944,0,0,0,13
8946,0,0,0,4
8947,0,0,0,4
8951,19,43,57,2053
8952,2,3,0,40
8953,1,1,1,50
8954,14,18,11,576
8956,137,522,235,11175
8957,0,0,0,5
8958,0,0,0,2
8960,0,0,0,1
8962,2,4,6,310
8966,7,56,48,3645
8967,11,38,10,975
8969,0,2,0,66
8970,0,0,0,2
8972,1,0,2,20
8979,3,16,13,470
8980,0,0,0,17
8982,0,2,3,79
8983,2,0,2,95
8984,0,1,1,21
8985,5,5,3,128
8986,91,342,197,10842
8988,0,6,0,58
8989,0,0,0,2
8990,10,62,73,2264
8991,3,12,2,432
8992,0,1,0,9
8994,10,23,20,255
8995,0,0,0,8
8996,2,3,3,677
8998,5,10,0,241
8999,5,15,2,271
9001,125,279,90,4988
9003,1,2,8,233
9004,0,0,1,127
9007,0,0,0,5
9009,1,0,1,28
9014,0,0,0,4
9015,0,0,2,43
9016,0,0,1,9
9017,70,227,40,3850
9018,3,5,2,90
9020,0,0,0,2
9021,19,31,4,867
9022,0,2,1,87
9023,25,55,11,777
9024,1,10,13,455
9025,0,3,3,142
9026,0,0,0,45
9027,0,0,0,28
9031,1,0,0,74
9034,0,0,0,22
9037,1,0,0,9
9038,0,0,0,1
9039,0,0,0,2
9040,0,0,0,58
9042,4,8,1,234
9044,0,0,1,26
9045,0,0,0,3
9047,1,1,0,44
9048,0,2,0,31
9051,2,2,4,414
9052,0,0,1,28
9053,164,381,179,9054
9054,0,0,0,8
9055,0,0,0,4
9056,0,0,0,10
9057,0,0,0,2
9058,0,3,5,336
9061,9,9,26,673
9062,0,0,0,12
9064,0,0,0,14
9066,7,13,4,292
9069,0,0,0,19
9071,0,0,0,7
9073,0,0,0,23
9076,0,0,0,25
9077,0,0,0,12
9078,0,0,0,3
9080,2,12,2,158
9081,4,11,0,184
9082,10,10,6,275
9084,0,1,0,40
9085,1,6,3,172
9086,11,64,25,5276
9087,1,2,0,7
9088,0,1,1,124
9090,15,64,38,1440
9093,12,32,4,196
9095,0,0,0,3
9096,0,0,0,4
9097,0,0,0,7
9098,4,7,0,128
9100,43,147,106,3335
9101,12,22,27,1285
9102,36,104,57,2479
9108,2,3,0,33
9109,0,0,0,2823
9110,0,0,2,34
9111,8,11,4,154
9112,0,1,0,25
9113,0,0,0,6
9114,0,0,0,8
9116,1,1,0,71
9117,12,10,2,233
9118,3,23,35,1593
9121,2,0,0,14
9124,0,0,0,12
9127,23,37,11,802
9128,0,0,1,17
9129,0,0,0,24
9130,61,153,165,6071
9132,0,0,1,111
9133,1,1,1,54
9136,2,9,1,169
9137,4,6,6,70
9138,0,0,2,7
9139,12,25,5,242
9141,0,0,1,4
9142,0,0,0,8
9144,0,0,0,2
9148,0,0,0,20
9149,0,1,4,55
9151,3,3,3,189
9152,5,2,2,143
9153,0,2,2,178
9154,0,0,0,3
9155,36,85,16,1510
9156,2,4,0,12
9159,0,0,1,44
9160,11,11,5,331
9161,2,9,23,601
9163,0,1,1,40
9164,0,0,0,14
9165,9,25,5,226
9166,1,6,0,233
9168,0,0,1,24
9170,1,4,0,85
9173,0,0,0,7
9174,1,1,0,26
9175,0,9,3,296
9176,1,0,0,36
9178,1,0,2,74
9179,335,1002,681,24621
9186,0,0,0,8
9187,1,2,0,101
9189,4,6,2,179
9190,2,2,3,106
9191,11,22,19,1076
9194,3,0,0,75
9195,6,15,14,401
9196,1,3,1,99
9199,20,50,12,762
9200,0,1,1,70
9202,28,79,12,845
9205,54,257,196,8439
9206,2,3,1,138
9209,3,4,2,117
9211,3,7,3,139
9212,0,0,1,15
9213,0,0,0,3
9215,1,5,6,420
9216,5,9,7,276
9217,2,6,0,78
9218,2,5,1,144
9219,6,3,8,374
9220,0,0,0,124
9221,11,34,11,731
9223,2,1,8,301
9224,11,46,19,1368
9227,0,0,0,1
9228,10,17,2,202
9229,29,88,47,1113
9230,0,14,5,302
9231,0,0,0,2
9232,50,142,90,3259
9233,0,0,0,4
9236,0,0,0,106
9239,1,5,1,85
9241,0,2,0,56
9243,0,0,0,77
9244,0,0,0,10
9247,242,1115,796,42874
9248,2,7,3,212
9251,4,5,2,51
9252,3,11,4,232
9253,0,0,0,27
9256,0,0,0,22
9257,0,0,0,3
9258,38,73,27,1310
9259,0,0,0,13
9261,263,808,455,20602
9262,1,1,1,39
9264,0,1,0,81
9265,1,8,9,216
9266,0,0,0,39
9268,1,0,1,45
9269,0,0,0,9
9270,0,0,1,14
9271,0,3,5,128
9273,0,1,0,137
9276,44,100,29,2239
9277,0,0,1,25
9278,39,101,37,1879
9279,15,57,8,2232
9280,51,59,27,2033
9282,2,4,0,53
9284,0,0,0,6
9286,0,5,1,36
9288,0,0,0,15
9289,0,0,0,81
9290,0,2,1,33
9291,1,7,6,448
9293,16,18,12,463
9296,0,0,0,13
9297,21,39,24,1728
9298,33,81,103,3421
9301,0,0,0,2
9303,0,2,0,6
9307,21,57,61,1631
9309,0,0,0,2
9310,8,18,11,236
9311,21,42,23,1233
9313,3,11,15,334
9315,2,7,1,61
9317,0,0,0,28
9318,2,5,1,84
9319,5,7,0,186
9323,0,7,11,255
9326,1,2,0,32
9327,6,20,35,1074
9331,5,19,3,275
9332,0,3,4,131
9334,35,129,54,2667
9335,0,0,0,1
9336,1,0,1,37
9337,4,17,17,788
9338,1,1,1,241
9339,0,0,0,1
9340,2,5,0,289
9341,0,0,0,22
9343,26,59,8,603
9344,0,0,0,23
9346,0,0,1,11
9347,0,0,0,18
9348,0,0,1,10
9349,5,10,3,315
9350,3,1,4,199
9351,0,0,0,6
9353,0,0,0,8
9354,65,81,19,1623
9355,0,0,0,5
9358,12,23,11,568
9359,0,0,0,4
9360,0,0,0,15
9361,3,4,4,87
9362,1,2,0,65
9363,36,252,300,16861
9366,0,0,1,151
9367,0,0,0,6
9369,0,0,0,12
9371,0,0,0,3
9372,45,55,30,1176
9373,10,13,2,185
9375,7,4,18,605
9376,0,0,1,12
9378,1,0,1,75
9381,0,0,0,6
9383,1,0,9,182
9384,18,22,6,864
9385,1,0,2,87
9387,0,0,0,24
9388,36,107,21,894
9389,0,0,0,16
9390,0,4,1,71
9391,0,0,1,8
9392,0,1,0,30
9393,1,1,0,16
9394,0,0,0,3
9395,0,0,1,51
9396,26,85,70,3732
9397,387,1051,507,25283
9398,1,0,0,7
9400,1,1,1,32
9401,16,58,78,3883
9402,2,5,0,64
9403,0,1,0,26
9409,0,1,0,16
9410,2,13,5,82
9411,0,0,0,1
9412,348,959,397,16520
9413,32,156,51,2487
9414,2,8,1,80
9415,0,0,0,2
9416,7,7,5,182
9418,0,3,3,43
9419,41,63,19,818
9420,0,0,2,52
9423,0,1,2,105
9424,1,1,0,82
9426,0,0,0,82
9428,0,0,1,27
9430,0,1,3,159
9431,0,3,2,30
9432,9,11,11,161
9433,0,0,0,4
9434,0,1,0,24
9435,20,14,6,492
9438,4,16,15,347
9443,2,4,0,151
9444,105,147,66,4831
9448,0,0,0,5
9449,0,0,0,38
9450,8,57,113,5415
9451,0,0,0,2
9453,0,0,0,11
9454,0,0,0,13
9455,1,2,0,35
9456,1,3,1,118
9457,36,0,0,580
9459,0,3,3,116
9462,4,2,3,79
9465,0,0,0,45
9466,0,0,0,4
9467,1,4,0,15
9471,1,0,1,69
9476,0,0,0,9
9477,1,2,1,87
9478,0,1,1,195
9480,12,37,10,422
9483,1,2,1,49
9484,0,2,3,16
9485,0,0,0,21
9488,23,56,11,663
9489,0,1,0,7
9490,7,21,1,139
9491,17,23,16,999
9493,6,5,1,167
9495,0,1,0,38
9497,0,1,0,13
9499,6,5,3,146
9502,0,0,1,40
9503,41,116,152,4286
9507,1,3,3,58
9509,0,0,0,2
9510,17,32,1,385
9511,2,4,6,239
9512,0,0,0,11
9513,1,0,0,79
9515,6,22,6,185
9516,828,3340,1230,81285
9517,307,1397,1448,58535
9518,25,64,32,5097
9520,6,9,8,325
9521,0,1,1,229
9523,0,0,0,25
9524,0,0,0,10
9526,11,42,33,1781
9527,0,0,0,8
9528,0,0,1,6
9529,9,26,11,601
9530,5,9,6,378
9531,1,2,0,6
9533,1,10,2,189
9534,1,2,0,82
9537,0,0,0,34
9538,0,0,1,102
9540,31,81,82,1732
9541,176,612,404,18126
9542,2,5,1,157
9544,0,0,0,17
9545,0,0,0,2
9548,0,6,3,222
9549,2,4,0,59
9550,10,40,4,254
9552,132,334,247,9592
9553,1,4,1,72
9554,0,2,0,53
9555,0,0,0,1
9556,1,2,0,154
9558,2,9,6,157
9559,186,609,681,42399
9560,2,0,1,28
9561,59,117,19,817
9566,1,2,1,20
9568,0,0,0,2
9569,137,315,119,11121
9570,9,11,2,88
9574,6,15,20,458
9576,39,64,28,2222
9577,0,0,1,10
9579,110,290,126,9801
9580,52,104,23,1023
9582,2,6,1,56
9585,0,1,0,47
9586,0,3,1,134
9587,0,0,0,6
9589,2,0,3,319
9590,0,0,0,2
9592,8,19,5,276
9593,2,4,8,951
9594,0,0,0,4
9596,0,0,0,50
9597,10,15,6,636
9598,101,139,149,7410
9600,0,0,0,126
9601,0,1,1,18
9602,0,0,0,2
9603,0,2,0,20
9604,1,2,0,8
9605,25,64,27,1142
9609,3,5,0,88
9610,6,28,19,985
9611,4,9,20,686
9614,319,617,280,24903
9616,0,1,1,8
9618,34,65,35,3720
9620,1,2,20,199
9621,2,2,0,53
9622,13,10,3,159
9624,0,6,4,887
9625,2,1,20,328
9626,0,5,0,462
9629,0,0,0,1
9630,0,1,0,9
9632,0,1,4,409
9633,3,5,1,149
9634,0,8,1,62
9635,4,5,1,109
9636,0,0,0,10
9637,39,80,44,1394
9638,50,177,100,3979
9644,0,0,0,4
9647,0,6,3,141
9650,6,10,13,290
9651,3,2,0,59
9652,0,1,0,6
9653,10,12,8,448
9654,0,0,0,6
9655,4,3,1,76
9657,0,1,0,115
9659,0,0,0,79
9660,6,17,3,284
9661,0,2,1,41
9663,0,0,0,22
9664,9,45,47,2583
9665,0,2,0,8
9666,1,3,0,110
9668,0,0,1,22
9669,0,0,0,5
9672,0,0,0,4
9674,1,0,0,183
9675,0,1,1,42
9680,3,4,3,114
9682,2,2,3,183
9683,1,0,0,7
9685,2,4,0,85
9687,2,1,5,135
9688,0,0,2,19
9689,1,2,0,9
9691,1,3,2,36
9693,47,223,204,5897
9694,0,0,0,15
9696,0,0,0,5
9697,0,2,0,2
9698,1,3,1,75
9700,0,0,0,98
9702,0,1,0,34
9703,2,4,0,10
9704,0,0,0,15
9706,0,0,0,17
9707,1,3,3,97
9708,2,10,1,126
9710,0,5,0,71
9712,10,13,3,260
9713,0,2,0,22
9715,7,4,1,329
9716,0,0,0,9
9717,0,1,0,19
9719,14,22,15,999
9720,195,331,248,10183
9721,3,15,7,663
9722,4,13,3,369
9723,0,0,1,52
9724,0,0,0,1
9727,21,25,0,271
9728,2,2,1,129
9733,0,0,0,1
9734,0,1,2,31
9735,0,0,0,5
9736,0,0,0,10
9737,0,0,0,4
9741,0,0,0,3
9745,10,15,5,265
9746,0,0,0,111
9747,0,0,0,18
9748,1,0,1,80
9750,0,1,3,111
9751,0,0,0,9
9752,33,116,95,5905
9753,16,85,95,4548
9754,0,1,0,9
9756,0,0,0,2
9757,16,15,12,707
9758,0,0,0,1
9759,0,0,1,11
9761,0,1,2,72
9762,46,104,93,4480
9764,0,0,1,11
9765,3,6,1,125
9766,8,35,11,362
9769,15,12,17,365
9770,1,0,0,27
9772,16,24,20,490
9773,1,2,2,132
9777,0,0,0,8
9781,0,0,0,28
9784,18,81,96,3062
9785,0,0,1,28
9789,20,58,15,2009
9790,127,268,204,9968
9791,0,0,0,4
9792,0,0,0,45
9794,0,0,0,13
9795,0,0,0,2
9796,0,0,1,47
9797,0,3,2,116
9798,0,0,0,1
9799,0,3,11,375
9800,2,0,0,39
9802,0,1,0,62
9803,3,4,1,59
9804,3,4,0,61
9806,0,0,0,62
9807,210,540,256,11709
9808,12,15,9,397
9810,0,1,0,2
9812,2,8,0,188
9813,0,3,0,56
9814,0,0,0,10
9815,3,8,3,523
9816,40,79,51,3281
9818,0,0,2,40
9820,47,202,182,11048
9823,0,2,0,81
9824,0,0,0,4
9825,0,0,0,9
9826,0,0,0,45
9828,0,0,0,11
9829,58,97,21,3506
9830,0,0,0,4
9831,0,0,0,27
9832,0,0,0,4
9833,10,29,23,1809
9835,126,540,592,24132
9836,1,8,21,1318
9838,0,0,0,40
9839,4,8,1,233
9842,2,3,0,77
9843,0,0,0,13
9847,58,207,103,5961
9848,0,2,3,117
9849,19,31,5,1591
9850,7,12,1,188
9851,3,0,0,30
9852,0,0,0,30
9854,0,0,0,3
9855,0,0,0,2
9856,98,406,61,3811
9857,0,2,0,31
9858,0,0,1,15
9860,0,0,0,7
9862,1,4,3,135
9864,0,1,0,8
9866,0,0,0,14
9871,0,0,0,3
9872,11,27,32,888
9873,0,2,1,33
9875,6,15,4,233
9878,0,0,0,1
9879,0,1,3,55
9880,0,0,2,4
9881,12,17,40,1439
9882,2,5,1,346
9883,0,0,0,1
9885,9,1,4,161
9886,0,0,0,7
9891,0,0,0,6
9893,7,18,23,917
9894,0,0,0,2
9895,9,29,14,597
9896,17,38,54,1720
9897,0,0,0,4
9899,116,313,48,2665
9900,1,0,0,99
9902,0,1,0,12
9904,0,0,0,1
9905,0,0,0,5
9906,0,1,1,35
9909,68,128,48,2485
9910,1,0,0,18
9912,0,1,0,29
9913,4,9,2,445
9915,1,7,2,60
9917,0,7,8,263
9920,9,23,7,469
9926,0,0,0,2
9928,0,0,1,35
9930,1,6,4,120
9932,0,0,0,6
9933,31,104,46,4970
9934,0,0,1,204
9935,2,3,1,55
9937,0,0,3,45
9938,10,63,13,1410
9939,0,2,1,91
9940,0,0,3,31
9942,71,217,137,4002
9943,0,0,1,6
9944,35,96,30,1287
9945,1,2,1,48
9946,1,2,0,37
9948,10,13,38,1069
9949,0,2,1,115
9952,3,18,6,475
9953,0,2,2,56
9955,0,1,0,20
9956,1,1,2,46
9957,0,0,0,5
9959,10,83,45,1608
9960,31,44,17,1199
9961,0,0,0,1
9965,0,2,0,73
9969,0,0,1,21
9970,80,197,30,2403
9972,0,0,0,13
9974,0,0,0,5
9975,0,0,0,8
9977,0,0,0,7
9980,0,1,1,31
9981,0,0,0,3
9982,1,2,1,113
9983,10,7,3,524
9984,0,0,0,29
9986,0,0,0,3
9987,0,0,0,11
9989,3,18,23,421
9990,0,3,3,331
9991,0,3,1,146
9992,0,3,1,70
9994,0,0,1,4
9995,0,0,1,14
9996,0,0,0,27
9997,0,0,0,2
9998,0,1,0,3
9999,0,0,0,3
10000,0,0,0,18
10002,0,0,0,33
10010,15,31,31,1254
10012,47,73,37,2434
10014,0,0,0,10
10015,124,176,62,3861
10016,2,4,1,92
10017,19,29,15,521
10018,0,0,0,18
10019,31,23,10,886
10021,17,39,11,439
10022,1,4,0,100
10024,0,0,0,8
10025,0,0,0,5
10026,0,8,0,53
10027,0,0,0,1
10028,4,5,0,65
10029,75,165,33,1863
10031,0,0,0,1
10033,9,22,5,454
10034,0,0,3,24
10036,0,0,0,2
10037,9,104,154,4123
10038,1,3,0,196
10040,13,42,4,254
10041,0,0,1,4
10042,0,1,0,16
10043,4,17,17,721
10044,3,25,6,1351
10045,1,6,3,98
10048,3,7,7,301
10049,92,688,714,29938
10050,0,0,1,27
10052,3,7,3,236
10053,2,4,0,131
10054,0,0,0,5
10055,1,4,1,110
10057,0,0,0,1
10058,3,6,0,45
10062,12,26,3,423
10063,13,48,38,3079
10064,0,0,0,368
